time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.634525,10.0671,1.8974,-4.7414,11.288
1.639916,9.8439,1.2646,-5.0431,11.133
1.645032,9.2418,0.4674,-5.5579,10.794
1.650219,8.6058,-0.3589,-6.2132,10.620
1.655020,8.4455,-1.3571,-6.3531,10.655
1.660036,7.9969,-2.4454,-5.2636,9.881
1.664776,6.7769,-3.8018,-4.4417,8.950
1.670046,5.6958,-5.5177,-4.2266,8.986
1.675044,3.7624,-6.6303,-5.2996,9.285
1.680542,1.1572,-7.4612,-7.8446,10.888
1.685404,-1.3053,-8.4138,-10.5259,13.538
1.690340,-3.6987,-8.2535,-13.5504,16.292
1.695756,-4.7062,-7.9034,-15.5492,18.066
1.700288,-4.7599,-7.4528,-15.8572,18.156
1.706593,-4.4608,-6.6188,-14.0141,16.128
1.710459,-4.6386,-4.8107,-10.8542,12.746
1.717088,-3.9234,-1.9517,-1.5106,4.635
1.720693,-0.7359,3.1757,11.4036,11.860
1.725330,-3.3467,3.4603,17.3764,18.031
1.735211,-6.0618,3.3226,16.0496,17.475
1.736122,-7.6665,3.7249,11.0823,13.981
1.740524,-9.3545,3.8547,7.1561,12.393
1.745941,-10.8148,3.8929,5.0112,12.539
1.752227,-11.8559,3.4940,4.0735,13.014
1.755514,-13.0704,3.5363,4.0606,14.136
1.761545,-14.1993,3.6294,4.0506,15.205
1.765525,-15.0430,3.7450,3.7498,15.949
1.770798,-15.4960,3.7176,2.6785,16.159
1.775715,-16.1835,3.2301,1.0760,16.538
1.780845,-16.4389,2.6891,-0.3695,16.661
1.785820,-15.8460,1.9365,-1.7389,16.058
1.790824,-13.8719,1.6105,-3.1689,14.320
1.795823,-12.1748,1.6006,-3.8463,12.868
1.801062,-10.9867,1.1841,-3.6367,11.633
1.806816,-9.7032,0.6306,-2.8683,10.138
1.811482,-8.3361,0.1311,-1.4959,8.470
1.816123,-7.0403,-0.4582,0.2951,7.061
1.821385,-5.7810,-1.0082,2.1725,6.257
1.825975,-4.5808,-1.5406,3.7412,6.112
1.834163,-3.4859,-2.0079,4.9238,6.358
1.835956,-2.5900,-2.3271,5.7111,6.689
1.841395,-1.7974,-2.5240,6.0655,6.811
1.849757,-1.1487,-2.6098,6.0502,6.688
1.851701,-0.6244,-2.5086,5.6824,6.243
1.856208,-0.1738,-2.3437,5.1464,5.658
1.862010,0.2325,-1.9522,4.5797,4.984
1.866583,0.2578,-1.1815,3.9582,4.139
1.871942,-0.4960,0.1710,3.3994,3.440
1.876722,-0.8498,1.3437,3.0114,3.405
1.882457,-0.7935,2.0789,2.1699,3.108
1.886496,-0.7151,2.4746,0.7650,2.687
1.891617,-0.6150,2.7347,-0.8159,2.919
